name,description,latitude,longitude,imgPath,phone,website,openingHour,address,province,district,subDistrict,province_code,district_code,sub_district_code,score,ratingCount
หาดกมลา,,7.956079,98.283165,"['https://media-cdn.tripadvisor.com/media/photo-s/18/c2/03/08/20190812-121653-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/65/71/84/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/5d/42/62/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/5d/42/61/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/5a/f5/3d/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/5a/f5/3c/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/5a/f5/3b/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/4f/e2/94/peaceful.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/4f/e2/93/peaceful.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/4f/e2/92/peaceful.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/4f/e2/91/peaceful.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/4f/e2/90/peaceful.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/4f/e2/8f/peaceful.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/4f/e2/8e/peaceful.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/4f/e2/8d/peaceful.jpg']",,https://th.tripadvisor.com/Attraction_Review-g1379324-d553530-Reviews-Kamala_Beach-Kamala_Kathu_Phuket.html,{},X74M+C7M ตำบล กมลา อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,4.0,2692
Andamanda Phuket,,7.902632,98.36321,"['https://media-cdn.tripadvisor.com/media/photo-s/27/32/51/58/angle-s-slides-trek-to.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/52/77/the-great-andaman-bay.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/49/c9/the-great-water-kingdim.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/63/e4/coral-wolrd-zone.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/5a/63/the-village.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/5a/2c/the-village.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/5a/0f/the-village.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/54/b0/the-pearl-palace.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/54/75/the-pearl-palace.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/54/2a/the-pearl-palace.jpg', 'https://media-cdn.tripadvisor.com/media/photo-p/23/74/52/a7/the-great-andaman-bay.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/52/54/the-great-andaman-bay.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/52/21/the-great-andaman-bay.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/52/13/the-great-andaman-bay.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/23/74/51/e5/the-great-andaman-bay.jpg']",,https://th.tripadvisor.com/Attraction_Review-g297931-d23965533-Reviews-Andamanda_Phuket-Kathu_Phuket.html,"{'จันทร์': '10:00-19:00', 'อังคาร': '10:00-19:00', 'พุธ': '10:00-19:00', 'พฤหัสบดี': '10:00-19:00', 'ศุกร์': '10:00-19:00', 'เสาร์': '10:00-19:00', 'อาทิตย์': '10:00-19:00'}","333/3 Moo 1, กะทู้, จังหวัดภูเก็ต 83120 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,1053
ชุมชนย่านเมืองเก่าภูเก็ต,,7.88452,98.38917,"['https://media-cdn.tripadvisor.com/media/photo-s/11/49/f6/e1/img-20171115-104952-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/28/ff/7b/43/we-are-open.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/9c/53/c8/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/7a/45/b3/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/7a/45/b2/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/7a/45/b1/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/72/b0/a5/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/72/b0/a4/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/72/b0/a3/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/72/b0/a2/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/72/b0/a1/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/72/b0/a0/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/72/b0/9f/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/72/b0/9e/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-p/2d/68/04/74/caption.jpg']",,https://th.tripadvisor.com/Attraction_Review-g2315818-d5995325-Reviews-Old_Phuket_Town-Talat_Yai_Phuket_Town_Phuket.html,{},"ถนนถลาง, ตลาดใหญ่, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.0,2065
Phuket Elephant Care,,8.060286,98.2842,"['https://media-cdn.tripadvisor.com/media/photo-s/28/38/54/da/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2a/30/e5/92/hug.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2a/30/e4/f3/spa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2a/30/e4/f1/take-a-shower.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2a/30/e4/f0/happy-time.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2a/30/e4/ee/funny.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2a/30/e4/e7/enjoy.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2a/30/e4/e6/takecare.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2a/2d/2b/1d/we-have-the-big-bath.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2a/2d/28/3c/the-best-elephant-camp.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/a7/5c/31/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/a5/19/98/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/a5/19/95/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/a5/17/28/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/a0/ed/1f/caption.jpg']",,https://th.tripadvisor.com/Attraction_Review-g1231756-d24186033-Reviews-Phuket_Elephant_Care-Nai_Thon_Thalang_District_Phuket.html,"{'จันทร์': '08:00-16:00', 'อังคาร': '08:00-16:00', 'พุธ': '08:00-16:00', 'พฤหัสบดี': '08:00-16:00', 'ศุกร์': '08:00-16:00', 'เสาร์': '08:00-16:00', 'อาทิตย์': '08:00-16:00'}","Phuket Elephant Care 3/5 T.sakhu Thalang Phuket, ในทอน, จังหวัดภูเก็ต 83110 ไทย",ภูเก็ต,ถลาง,,83,8303,0,5.0,1363
วัดไชยธาราราม (วัดฉลอง),,7.846678,98.33688,"['https://media-cdn.tripadvisor.com/media/photo-s/1b/13/17/8c/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/77/c9/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/77/ce/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/77/b8/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/77/5e/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/76/f0/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/76/ef/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/76/e9/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/76/da/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/76/d7/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/76/c7/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/76/b9/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/76/b3/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/76/b1/chaithararam-temple-wat.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/0b/76/a9/chaithararam-temple-wat.jpg']",,https://th.tripadvisor.com/Attraction_Review-g1389361-d553516-Reviews-Chaithararam_Temple_Wat_Chalong-Chalong_Phuket_Town_Phuket.html,"{'จันทร์': '09:00-17:00', 'อังคาร': '09:00-17:00', 'พุธ': '09:00-17:00', 'พฤหัสบดี': '09:00-17:00', 'ศุกร์': '09:00-17:00', 'เสาร์': '09:00-17:00', 'อาทิตย์': '09:00-17:00'}","70 หมู่ 6 ถนนเจ้าฟ้าตะวันตก, ฉลอง, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,3510
ตลาดนัดนาคา,สำหรับตลาดนัดนาคา (เจ้าฟ้าวาไรตี้) ถือเป็นอีกหนึ่งทำเลขายของที่มีลักษณะเป็นแบบตลาดเปิดท้ายหรือถนนคนเดิน มีพื้นที่ตั้งเดิมอยู่ท้ายวัดนาคา ต่อมาย้ายตำแหน่งมาอยู่ที่ตรงข้ามวัดนาคา ซึ่งเป็นที่มาของชื่อตลาด สำหรับกลุ่มลูกค้าจะมีวัยรุ่นจำนวนมาก รวมไปถึงนักท่องเที่ยวต่างชาติมาเดินช้อปฯ อย่างหลากหลายในราคาสบายๆ กระเป๋า เพราะแหล่งขายของแห่งนี้เป็นสถานที่ที่รวมไว้ซึ่งสินค้าที่มีราคาถูก ให้ผู้ที่มาเดินจับจ่ายใช้สอยสามารถจับต้องสินค้าได้ในราคาสบายๆ ชิลๆ เดินเล่นกันแบบเพลินๆ ท่ามกลางสินค้าตระการตา ที่ตรงใจกลุ่มลูกค้า,7.880728,98.36575,"['https://media-cdn.tripadvisor.com/media/photo-s/0d/53/e9/65/yummy-food.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/08/28/61/9f/phuket-town-weekend-night.jpg', 'https://media-cdn.tripadvisor.com/media/photo-o/08/28/61/9e/phuket-town-weekend-night.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/08/28/61/9a/phuket-town-weekend-night.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/08/28/61/97/phuket-town-weekend-night.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/08/28/61/8b/phuket-town-weekend-night.jpg', 'https://media-cdn.tripadvisor.com/media/photo-o/08/28/61/82/phuket-town-weekend-night.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/08/28/61/7c/phuket-town-weekend-night.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/08/28/61/79/phuket-town-weekend-night.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/08/28/61/76/phuket-town-weekend-night.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/5a/c9/ec/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/5a/c9/eb/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/5a/c9/ea/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/02/3e/09/77/the-rice-balls-crushed.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/6d/5e/8b/20191228-204726-largejpg.jpg']",,https://th.tripadvisor.com/Attraction_Review-g1215781-d2032284-Reviews-Naka_Market-Phuket_Town_Phuket.html,"{'จันทร์': 'ปิด', 'อังคาร': 'ปิด', 'พุธ': 'ปิด', 'พฤหัสบดี': 'ปิด', 'ศุกร์': 'ปิด', 'เสาร์': '16:00-22:00', 'อาทิตย์': '16:00-22:00'}","Wirat Hong Yok Rd, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.0,1992
มูลนิธิเพื่อสุนัขในซอย,,8.127753,98.31344,"['https://media-cdn.tripadvisor.com/media/photo-s/16/f3/e0/23/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-o/05/e4/95/2f/soi-dog-foundation.jpg', 'https://media-cdn.tripadvisor.com/media/photo-o/05/e4/95/23/soi-dog-foundation.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/16/f3/e0/26/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0d/b5/a1/35/an-honour-to-have-natalie.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0e/26/c3/92/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/05/e4/56/06/soi-dog-s-shelter-in.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/18/15/ea/0d/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/16/21/80/16/img-20190117-wa0007-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/a1/8f/94/soi-dog-foundation.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/59/eb/d1/20181112-135512-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/d7/e6/ac/20180725-103250-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/2a/6d/56/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/02/a4/26/stats-from-2017.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/2a/bd/ab/main-entrance.jpg']",,https://th.tripadvisor.com/Attraction_Review-g293920-d6648473-Reviews-Soi_Dog_Foundation-Phuket.html,"{'จันทร์': '09:00-11:30', 'อังคาร': '09:00-11:30', 'พุธ': '09:00-11:30', 'พฤหัสบดี': '09:00-11:30', 'ศุกร์': '09:00-11:30', 'เสาร์': 'ปิด', 'อาทิตย์': 'ปิด'}","167/9 หมู่ 4 ซอยไม้ขาว 10, จังหวัดภูเก็ต 83110 ไทย",ภูเก็ต,ถลาง,,83,8303,0,5.0,1538
หาดกะตะน้อย,,7.806318,98.299,"['https://media-cdn.tripadvisor.com/media/photo-s/0e/31/78/ff/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/9c/81/00/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/01/e9/c9/9d/kata-view-point.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/f6/d2/f2/kata-noi-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/f6/d2/38/kata-noi-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/f6/d0/95/kata-noi-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/f6/cf/e7/kata-noi-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/f6/ce/fc/kata-noi-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/f6/cd/63/kata-noi-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/f6/cc/b7/kata-noi-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/f6/cc/56/kata-noi-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/f6/cb/b5/zakouti-plaze-kata-noi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/f6/cb/34/kata-noi-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/f6/ca/e7/kata-noi-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/f6/ca/4e/kata-noi-beach.jpg']",,https://th.tripadvisor.com/Attraction_Review-g1215780-d1161264-Reviews-Kata_Noi_Beach-Karon_Phuket.html,{},R74X+GHH ตำบล กะรน อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,2851
Central Phuket,,7.891832,98.36727,"['https://media-cdn.tripadvisor.com/media/photo-s/2c/dd/a2/1c/central-phuket-exterior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2c/eb/8a/f6/thai-decoration-2.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2c/eb/8a/de/thai-decoration-1.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2c/eb/8a/a8/exclusive-lounge-at-central.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2c/eb/8a/64/floating-market-zone.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2c/eb/8a/43/su-va-na.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2c/eb/8a/22/aquaria2.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2c/eb/8a/1a/aquaria1.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2c/dd/b2/25/luxury-zone-interior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2c/dd/b1/e0/luxury-zone-interior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2c/dd/af/88/luxury-zone-interior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2c/dd/af/39/luxury-zone-interior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-w/2c/dd/ae/f1/exterior-2.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2c/dd/ac/a9/luxury-zone-entrance.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/a2/df/0a/relax.jpg']",,https://th.tripadvisor.com/Attraction_Review-g2315814-d1965786-Reviews-Central_Phuket-Wichit_Phuket_Town_Phuket.html,"{'จันทร์': '10:00-22:00', 'อังคาร': '10:00-22:00', 'พุธ': '10:00-22:00', 'พฤหัสบดี': '10:00-22:00', 'ศุกร์': '10:00-22:00', 'เสาร์': '10:00-22:00', 'อาทิตย์': '10:00-22:00'}","199 Moo 4, วิชิต, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.0,1560
หาดสุรินทร์,,7.976447,98.27849,"['https://media-cdn.tripadvisor.com/media/photo-s/17/04/16/61/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/27/ac/54/a5/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/61/e0/4e/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/61/df/9b/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/61/df/39/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/61/de/7e/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/61/de/38/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/61/de/18/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/17/4c/f7/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/19/bc/c8/a6/surin-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-w/19/98/e7/f1/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/18/e2/10/01/top-floor-master-suite.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/4e/7b/ce/surin-beach-2019-as-usual.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/4e/7b/cd/surin-beach-2019-as-usual.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/4e/7b/cc/surin-beach-2019-as-usual.jpg']",,https://th.tripadvisor.com/Attraction_Review-g1224250-d1161253-Reviews-Surin_Beach-Choeng_Thale_Thalang_District_Phuket.html,{},X7GH+H9H ตำบลเชิงทะเล อำเภอถลาง ภูเก็ต,ภูเก็ต,ถลาง,,83,8303,0,4.0,1947
หาดบางเทา,,8.002555,98.2926,"['https://media-cdn.tripadvisor.com/media/photo-s/0e/1a/9e/a2/090117.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/55/b2/ca/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/55/b2/c9/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/01/19/d5/31/bang-tao-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/33/8b/5f/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/5e/6c/dc/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/5e/6c/ae/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/5c/ba/6a/bang-tao-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/18/f7/59/8d/sandbeachrestaurant.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/6e/b1/62/img-20190420-132350-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/49/34/62/20190417-110246-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/49/2b/eb/bang-tao-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/2f/70/cb/photo9jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/2f/70/ca/photo8jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/2f/70/c9/photo7jpg.jpg']",,https://th.tripadvisor.com/Attraction_Review-g293920-d592496-Reviews-Bang_Tao_Beach-Phuket.html,{},273V+22H ตำบลเชิงทะเล อำเภอถลาง ภูเก็ต,ภูเก็ต,ถลาง,,83,8303,0,4.5,975
เขาโต๊ะแซะ,,7.896742,98.395,"['https://media-cdn.tripadvisor.com/media/photo-s/0e/65/af/dd/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2b/cb/4f/23/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/26/b1/74/7f/monkey-hill.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/22/47/1c/df/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/21/a2/5b/4d/monkey-hill.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/55/fe/31/20191218-144459-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/4f/6c/1a/monkey-hill.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/45/b7/2e/monkey-hill.jpg', 'https://media-cdn.tripadvisor.com/media/photo-p/1a/33/da/bc/20191130-221013-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/22/ef/4e/monkey-hill.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/22/ef/3f/monkey-hill.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/22/ef/0d/monkey-hill.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/22/ee/eb/monkey-hill.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/1a/02/f6/also-wir-fuhren-mit-dem.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/19/ec/5a/42/photo1jpg.jpg']",,https://th.tripadvisor.com/Attraction_Review-g1215781-d3830436-Reviews-Monkey_Hill-Phuket_Town_Phuket.html,"{'จันทร์': '07:00-22:00', 'อังคาร': '07:00-22:00', 'พุธ': '07:00-22:00', 'พฤหัสบดี': '07:00-22:00', 'ศุกร์': '07:00-22:00', 'เสาร์': '07:00-22:00', 'อาทิตย์': '07:00-22:00'}","ถ. โต๊ะแซะ, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,1186
หาดไม้ขาว,,8.154914,98.295715,"['https://media-cdn.tripadvisor.com/media/photo-s/12/41/83/03/20171228-130823-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/58/53/75/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/58/53/74/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/58/53/73/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/58/53/72/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/02/61/57/16/the-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/9b/e5/c9/00000img-00000-burst2020011013.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/47/ee/ed/nice-beach-very-clean.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/32/24/26/mai-khao-beach.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/b3/78/a7/20190527-184325-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/51/66/ea/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/39/b8/6b/smartselect-20190420.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/16/62/6a/9e/photo9jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/16/62/6a/9c/photo7jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/16/14/45/fc/20190113-182047-largejpg.jpg']",,https://th.tripadvisor.com/Attraction_Review-g293920-d1149585-Reviews-Mai_Khao_Beach-Phuket.html,{},573W+X78 ตำบล ไม้ขาว อำเภอถลาง ภูเก็ต,ภูเก็ต,ถลาง,,83,8303,0,4.5,534
กิบบอน รีฮาบิลิเทชั่น โปรเจค,,8.041961,98.39382,[],,https://th.tripadvisor.com/Attraction_Review-g297937-d553534-Reviews-Gibbon_Rehabilitation_Project-Thalang_District_Phuket.html,"{'จันทร์': '10:30-11:30', 'อังคาร': '10:30-11:30', 'พุธ': '10:30-11:30', 'พฤหัสบดี': '10:30-11:30', 'ศุกร์': '10:30-11:30', 'เสาร์': '10:30-11:30', 'อาทิตย์': '10:30-11:30'}","น้ำตกบางแป, จังหวัดภูเก็ต 83100 ไทย",ภูเก็ต,ถลาง,,83,8303,0,4.5,1164
หาดในยาง,,8.089865,98.29748,[],,https://th.tripadvisor.com/Attraction_Review-g1215773-d1036078-Reviews-Naiyang_Beach-Nai_Yang_Sakhu_Thalang_District_Phuket.html,{},37QW+WXX ตำบลสาคู อำเภอถลาง ภูเก็ต,ภูเก็ต,ถลาง,,83,8303,0,4.0,1056
