name,sub_name,wongnai_url,restaurantType,facility,description,imgPath,phone,website,openingHour,priceRange,latitude,longitude,address,province,district,subDistrict,province_code,district_code,sub_district_code,score,ratingCount
ขนมถ้วย ขนมเหนียว หน้าสถานีตำรวจ,,https://www.wongnai.com/restaurants/2217647wq-%E0%B8%82%E0%B8%99%E0%B8%A1%E0%B8%96%E0%B9%89%E0%B8%A7%E0%B8%A2-%E0%B8%82%E0%B8%99%E0%B8%A1%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B5%E0%B8%A2%E0%B8%A7-%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%95%E0%B8%B3%E0%B8%A3%E0%B8%A7%E0%B8%88?_st=cD0xMDtiPTIyMTc2NDc7YWQ9ZmFsc2U7dD0xNzI2NDE2NjIzMTMwO3JpPTFYN2I2NGEwMTZCTDJpU3g2V0paVHFHSWthcHB6UjtpPTFYNzBaT0xhVlF5eHdiYkM0SlZ5cm5GTjhPOEZWRDt3cmVmPXNyOw%3D%3D,['อาหารเวียดนาม'],[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
Curve Garden,-,https://www.wongnai.com/restaurants/853416zg-curve-garden?_st=cD0wO2I9ODUzNDE2O2FkPWZhbHNlO3Q9MTcyNjQxNjcyMDUxMztyaT0xWDdiNjRhQ0E2M3JXYVNGZllnaEZINkl6dlhGUGM7aT0xWDcwWk9MbWY1TUV4TGNOUUZrWkFxUk94QWtMWHc7d3JlZj1zcjs%3D,"['สเต๊ก', 'ร้านกาแฟ/ชา', 'อาหารไทย']",[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
ครัวเวียดนาม,,https://www.wongnai.com/restaurants/95931OE-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B9%80%E0%B8%A7%E0%B8%B5%E0%B8%A2%E0%B8%94%E0%B8%99%E0%B8%B2%E0%B8%A1?_st=cD0xO2I9OTU5MzE7YWQ9ZmFsc2U7dD0xNzI2NDE2NzIwNTIzO3JpPTFYN2I2NGFDRTBmRkd6RWp6anQ1UVBsb2dHV0RKZztpPTFYNzBaT0xtZjVNRXhMY05RRmtaQXFST3hBa0xYdzt3cmVmPXNyOw%3D%3D,['อาหารไทย'],[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
ร้านปิ่นโตอิ่มอร่อย @มุก รับทำข้าวกล่อง,ปิ่นโต,https://www.wongnai.com/restaurants/2480118Fi-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9B%E0%B8%B4%E0%B9%88%E0%B8%99%E0%B9%82%E0%B8%95%E0%B8%AD%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%88%E0%B8%AD%E0%B8%A2-%E0%B8%A1%E0%B8%B8%E0%B8%81-%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%97%E0%B8%B3%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87-%E0%B8%9B%E0%B8%B4%E0%B9%88%E0%B8%99%E0%B9%82%E0%B8%95?_st=cD0yO2I9MjQ4MDExODthZD1mYWxzZTt0PTE3MjY0MTY3MjA1MjM7cmk9MVg3YjY0YUNBZTdVS2VQUHlqcEtUcjVkRVRGcDFzO2k9MVg3MFpPTG1mNU1FeExjTlFGa1pBcVJPeEFrTFh3O3dyZWY9c3I7,"['อาหารตามสั่ง', 'อาหารจานเดียว', 'ฟาสต์ฟู้ด/จานด่วน']",[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
จิตราหมูหัน แก่งกะเบา,,https://www.wongnai.com/restaurants/330637mM-%E0%B8%88%E0%B8%B4%E0%B8%95%E0%B8%A3%E0%B8%B2%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%AB%E0%B8%B1%E0%B8%99-%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%87%E0%B8%81%E0%B8%B0%E0%B9%80%E0%B8%9A%E0%B8%B2?_st=cD0zO2I9MzMwNjM3O2FkPWZhbHNlO3Q9MTcyNjQxNjcyMDUyMztyaT0xWDdiNjRhQ0RzOWFrdHRadnd0NGVoN3hqbEtHdVA7aT0xWDcwWk9MbWY1TUV4TGNOUUZrWkFxUk94QWtMWHc7d3JlZj1zcjs%3D,['อาหารอีสาน/ร้านส้มตำ'],[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
KFC,บางจาก มุกดาหาร,https://www.wongnai.com/restaurants/2206711xq-kfc-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3?_st=cD00O2I9MjIwNjcxMTthZD1mYWxzZTt0PTE3MjY0MTY3MjA1Mjg7cmk9MVg3YjY0YUNGRUg3UmZvTUxqc0h3d0FFcHlvNVRLO2k9MVg3MFpPTG1mNU1FeExjTlFGa1pBcVJPeEFrTFh3O3dyZWY9c3I7,['ฟาสต์ฟู้ด/จานด่วน'],[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
ข้าวต้ม เสริมมิตร - จังหวัดมุกดาหาร,โดย ข้าวต้มเปาบุ้นจิ้น,https://www.wongnai.com/restaurants/393282aa-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%95%E0%B9%89%E0%B8%A1-%E0%B9%80%E0%B8%AA%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%A1%E0%B8%B4%E0%B8%95%E0%B8%A3-%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3-%E0%B9%82%E0%B8%94%E0%B8%A2-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%95%E0%B9%89%E0%B8%A1%E0%B9%80%E0%B8%9B%E0%B8%B2%E0%B8%9A%E0%B8%B8%E0%B9%89%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B9%89%E0%B8%99?_st=cD01O2I9MzkzMjgyO2FkPWZhbHNlO3Q9MTcyNjQxNjcyMDUyOTtyaT0xWDdiNjRhQ0N5SnhVR3FpbThKaXBEQUtFTkZMNG87aT0xWDcwWk9MbWY1TUV4TGNOUUZrWkFxUk94QWtMWHc7d3JlZj1zcjs%3D,['ร้านข้าวต้ม'],[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
ข้าวจี่ปาเต้ สี่แยกตลาดหมู,,https://www.wongnai.com/restaurants/459633HK-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%88%E0%B8%B5%E0%B9%88%E0%B8%9B%E0%B8%B2%E0%B9%80%E0%B8%95%E0%B9%89-%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B9%81%E0%B8%A2%E0%B8%81%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%AB%E0%B8%A1%E0%B8%B9?_st=cD02O2I9NDU5NjMzO2FkPWZhbHNlO3Q9MTcyNjQxNjcyMDUyOTtyaT0xWDdiNjRhQzlnU08xQkxIYjNmbVU0UzNkQ1BBMHY7aT0xWDcwWk9MbWY1TUV4TGNOUUZrWkFxUk94QWtMWHc7d3JlZj1zcjs%3D,"['อาหารนานาชาติ', 'อาหารฟิวชั่น']",[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
Nez patisserie,มุกดาหาร,https://www.wongnai.com/restaurants/898835oE-nez-patisserie-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3?_st=cD03O2I9ODk4ODM1O2FkPWZhbHNlO3Q9MTcyNjQxNjcyMDUzMjtyaT0xWDdiNjRhQ0NMM2loNEVrbU5PYWt6b293amN1ZmY7aT0xWDcwWk9MbWY1TUV4TGNOUUZrWkFxUk94QWtMWHc7d3JlZj1zcjs%3D,"['คาเฟ่', 'อาหารจานเดียว', 'เบเกอรี/เค้ก']",[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
ร้านอาหารนัดพบริมโขง,,https://www.wongnai.com/restaurants/16356CZ-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%99%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B9%82%E0%B8%82%E0%B8%87?_st=cD04O2I9MTYzNTY7YWQ9ZmFsc2U7dD0xNzI2NDE2NzIwNTMyO3JpPTFYN2I2NGFDQUFVTFB3QmJ6a2JlYXN2elJHSGp3cjtpPTFYNzBaT0xtZjVNRXhMY05RRmtaQXFST3hBa0xYdzt3cmVmPXNyOw%3D%3D,"['อาหารไทย', 'ร้านริมน้ำ']",[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
ร้านแพจ้าวสำราญ มุกดาหาร ,มุกดาหาร,https://www.wongnai.com/restaurants/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B9%81%E0%B8%9E%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%AA%E0%B8%B3%E0%B8%A3%E0%B8%B2%E0%B8%8D?_st=cD0xO2I9MjI5ODYwO2FkPWZhbHNlO3Q9MTcyNjQxNjg2ODI0NTtyaT0xWDdiNjRhVW1IYmgyWm0xcTA3bWxXUEVpbTVrRlc7aT0xWDcwWk9NNUxHQmJLY1dCcDFTU2ZLQ09uMjZUWEQ7d3JlZj1zcjs%3D,"['อาหารไทย', 'อาหารอีสาน/ร้านส้มตำ', 'อาหารฟิวชั่น']",[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
แซ่บริมโขง@มุกดาหาร,มุกดาหาร,https://www.wongnai.com/restaurants/431634TG-%E0%B9%81%E0%B8%8B%E0%B9%88%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B9%82%E0%B8%82%E0%B8%87-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3?_st=cD0yO2I9NDMxNjM0O2FkPWZhbHNlO3Q9MTcyNjQxNjg2ODI1NDtyaT0xWDdiNjRhVXFENjJyVXVtdEowcHh5R094RUJRQkI7aT0xWDcwWk9NNUxHQmJLY1dCcDFTU2ZLQ09uMjZUWEQ7d3JlZj1zcjs%3D,"['อาหารอีสาน/ร้านส้มตำ', 'อาหารไทย', 'ร้านริมน้ำ']",[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
รัตติยาแจ่วฮ้อนสาขา1,รัตติยาแจ่วฮ้อนสาขา1 (เมืองใหม่)ร้านเก่าแก่,https://www.wongnai.com/restaurants/95897oY-%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%95%E0%B8%B4%E0%B8%A2%E0%B8%B2%E0%B9%81%E0%B8%88%E0%B9%88%E0%B8%A7%E0%B8%AE%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B21-%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%95%E0%B8%B4%E0%B8%A2%E0%B8%B2%E0%B9%81%E0%B8%88%E0%B9%88%E0%B8%A7%E0%B8%AE%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B21-%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%81%E0%B9%88%E0%B8%B2%E0%B9%81%E0%B8%81%E0%B9%88?_st=cD0zO2I9OTU4OTc7YWQ9ZmFsc2U7dD0xNzI2NDE2ODY4MjU1O3JpPTFYN2I2NGFVblhVUUE1N2NRSVBTMVRIMEdSbktpQjtpPTFYNzBaT001TEdCYktjV0JwMVNTZktDT24yNlRYRDt3cmVmPXNyOw%3D%3D,['ชาบู/สุกี้ยากี้/หม้อไฟ'],[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
Café Amazon - DD4112,สาขาชยางกูร มุกดาหาร,https://www.wongnai.com/restaurants/1816956fo-caf%C3%A9-amazon-dd4112-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%8A%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%B9%E0%B8%A3-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3?_st=cD00O2I9MTgxNjk1NjthZD1mYWxzZTt0PTE3MjY0MTY4NjgyNTc7cmk9MVg3YjY0YVVwUGF4UVZJNENRZE5lQnhGd0t4enh0O2k9MVg3MFpPTTVMR0JiS2NXQnAxU1NmS0NPbjI2VFhEO3dyZWY9c3I7,['คาเฟ่'],[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
M.p. เป็ดย่าง ติ่มซำ,1,https://www.wongnai.com/restaurants/278978Dj-m-p-%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%94%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87-%E0%B8%95%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%8B%E0%B8%B3-1?_st=cD01O2I9Mjc4OTc4O2FkPWZhbHNlO3Q9MTcyNjQxNjg2ODI1NztyaT0xWDdiNjRhVWtrbk9zRVlmc0JFQ011SDdHS3hqOU07aT0xWDcwWk9NNUxHQmJLY1dCcDFTU2ZLQ09uMjZUWEQ7d3JlZj1zcjs%3D,"['อาหารจีน', 'ติ่มซำ', 'ก๋วยเตี๋ยว']",[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
ออแอม อาหารเวียดนาม,,https://www.wongnai.com/restaurants/241724Fh-%E0%B8%AD%E0%B8%AD%E0%B9%81%E0%B8%AD%E0%B8%A1-%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%A7%E0%B8%B5%E0%B8%A2%E0%B8%94%E0%B8%99%E0%B8%B2%E0%B8%A1?_st=cD02O2I9MjQxNzI0O2FkPWZhbHNlO3Q9MTcyNjQxNjg2ODI1ODtyaT0xWDdiNjRhVWpjbGJDeEtZR1FmaTNpajZrcnhLNHc7aT0xWDcwWk9NNUxHQmJLY1dCcDFTU2ZLQ09uMjZUWEQ7d3JlZj1zcjs%3D,['อาหารเวียดนาม'],[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
ซูชิป่ะ,มุกดาหาร,https://www.wongnai.com/restaurants/492858mC-%E0%B8%8B%E0%B8%B9%E0%B8%8A%E0%B8%B4%E0%B8%9B%E0%B9%88%E0%B8%B0-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3?_st=cD03O2I9NDkyODU4O2FkPWZhbHNlO3Q9MTcyNjQxNjg2ODI1ODtyaT0xWDdiNjRhVXBtS1NrZ1JTdGtsSzFqdkdoWFo3S3g7aT0xWDcwWk9NNUxHQmJLY1dCcDFTU2ZLQ09uMjZUWEQ7d3JlZj1zcjs%3D,['ซูชิ'],[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
Prao,กะเพรา,https://www.wongnai.com/restaurants/1138384SW-prao-prao?_st=cD04O2I9MTEzODM4NDthZD1mYWxzZTt0PTE3MjY0MTY4NjgyNTg7cmk9MVg3YjY0YVVuVHNEZVdWTDROOEdkOEFJN0ROdTk2O2k9MVg3MFpPTTVMR0JiS2NXQnAxU1NmS0NPbjI2VFhEO3dyZWY9c3I7,"['สตรีทฟู้ด/รถเข็น', 'อาหารจานเดียว', 'อาหารตามสั่ง']",[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
ร้านกระเพราหมูกรอบ ข้าวยำไก่แซ่บ ข้าวไข่ข้น ข้าวแกงกะหรี่ไก่กรอบ,,https://www.wongnai.com/restaurants/2568166BE-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%9A-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%A2%E0%B8%B3%E0%B9%84%E0%B8%81%E0%B9%88%E0%B9%81%E0%B8%8B%E0%B9%88%E0%B8%9A-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B9%89%E0%B8%99-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%81%E0%B8%81%E0%B8%87%E0%B8%81%E0%B8%B0%E0%B8%AB%E0%B8%A3%E0%B8%B5%E0%B9%88%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%9A?_st=cD05O2I9MjU2ODE2NjthZD1mYWxzZTt0PTE3MjY0MTY4NjgyNTk7cmk9MVg3YjY0YVVvMzRyUWpQNjhUWWprcmRDV2xWclBvO2k9MVg3MFpPTTVMR0JiS2NXQnAxU1NmS0NPbjI2VFhEO3dyZWY9c3I7,['อาหารไทย'],[],,[''],[],{},{},,0,0,,,,,0,0,0,0,0
