name,type,description,latitude,longitude,imgPath,phone,website,openingHour,address,province,district,subDistrict,province_code,district_code,sub_district_code,score,ratingCount,Tourism,Adventure,Meditation,Art,Cultural,Landscape,Nature,Historical,Cityscape,Beach,Mountain,Architecture,Temple,WalkingStreet,Market,Village,NationalPark,Diving,Snuggle,Waterfall,Island,Shopping,Camping,Fog,Cycling,Monument,Zoo,Waterpark,Hiking,Museum,Riverside,NightLife,Family,Kid,Landmark,Forest
iYoga,['โยคะและพีลาทิส'],,7.980045,98.29385,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/01/2e/96/iyoga.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/01/2e/96/iyoga.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e7/49/f7/iyoga.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e7/49/f5/iyoga.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e7/49/f1/iyoga.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g1379324-d8611711-Reviews-IYoga-Kamala_Kathu_Phuket.html,{},X7JV+2G9 ตำบลเชิงทะเล อำเภอถลาง ภูเก็ต,ภูเก็ต,ถลาง,,83,8303,0,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moulin Rouge Phuket,['บาร์/คลับ'],,7.893839,98.29596,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f2/ed/f0/gentleman-club.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f2/1c/58/cocktails.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f2/1c/52/cocktails.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f2/16/f4/performance.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f2/16/f0/main-entrance-to-the.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f2/15/9b/main-entrance-to-the.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f2/14/89/main-club-entrance.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/9e/da/c8/moulin-rouge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/de/a1/d2/the-moulin-rouge-view.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/de/a1/c8/the-moulin-rouge-view.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/18/16/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/42/74/3c/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/de/a5/9c/the-moulin-rouge-view.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/de/a5/77/the-moulin-rouge-view.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/de/a5/74/the-moulin-rouge-view.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g297930-d6210943-Reviews-Moulin_Rouge_Phuket-Patong_Kathu_Phuket.html,"{'จันทร์': '09:00-04:00', 'อังคาร': '09:00-04:00', 'พุธ': '09:00-04:00', 'พฤหัสบดี': '09:00-04:00', 'ศุกร์': '09:00-04:00', 'เสาร์': '09:00-04:00', 'อาทิตย์': '09:00-04:00'}",V7VW+G9P ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,3.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABSOLUTE YOU,"['ฟิตเนส/สโมสรสุขภาพและห้องออกกำลังกาย', 'โยคะและพีลาทิส']",,7.993183,98.30586,[''],,https://th.tripadvisor.com/Attraction_Review-g1224250-d17852934-Reviews-ABSOLUTE_YOU-Choeng_Thale_Thalang_District_Phuket.html,"{'จันทร์': '08:00-21:00', 'อังคาร': '08:00-21:00', 'พุธ': '08:00-21:00', 'พฤหัสบดี': '08:00-21:00', 'ศุกร์': '08:00-21:00', 'เสาร์': '08:00-18:00', 'อาทิตย์': '08:00-18:00'}","49/53 โบ๊ทอเวนิวสาขาเชิงทะเล (หลังวิลล่ามาร์เก็ต), เชิงทะเล , จังหวัดภูเก็ต 83110 ไทย",ภูเก็ต,ถลาง,,83,8303,0,4.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tazmania Pool Lounge,['บาร์/คลับ'],,7.8938,98.29603,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/93/38/f0/tazmania-pool-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/93/39/04/tazmania-pool-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/93/38/e9/tazmania-pool-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/f3/a4/18/tazmania-pool-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/93/39/12/tazmania-pool-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/93/39/0f/tazmania-pool-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/93/39/08/tazmania-pool-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/93/39/00/tazmania-pool-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/93/38/fc/tazmania-pool-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/93/38/f4/tazmania-pool-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/93/38/f0/tazmania-pool-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/93/38/ed/tazmania-pool-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/68/90/30/photo1jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/68/90/2f/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/a9/6f/a6/20160320-223208-largejpg.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g297930-d7011039-Reviews-Tazmania_Pool_Lounge-Patong_Kathu_Phuket.html,"{'จันทร์': '21:00-07:00', 'อังคาร': '21:00-07:00', 'พุธ': '21:00-07:00', 'พฤหัสบดี': '21:00-07:00', 'ศุกร์': '21:00-07:00', 'เสาร์': '21:00-07:00', 'อาทิตย์': '21:00-07:00'}",V7VW+GC6 ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,4.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pin's Bar,['บาร์/คลับ'],,7.825494,98.29762,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/5b/f7/13/getlstd-property-photo.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fc/06/bb/kata-beach.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fc/06/72/halloween.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fc/05/f3/from-uk.jpg?w=400&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fc/05/a2/keep-calm.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/78/29/15/our-famous-havana-mojito.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/78/26/95/outside-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/73/89/4a/pin-s-bar-kata-beach.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/73/89/3e/pin-s-bar-kata-beach.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e4/ed/0f/pin-s-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e4/ec/ee/pin-s-bar.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g1210687-d15357882-Reviews-Pin_s_Bar-Kata_Beach_Karon_Phuket.html,"{'จันทร์': '18:00-04:00', 'อังคาร': '18:00-04:00', 'พุธ': '18:00-04:00', 'พฤหัสบดี': '18:00-04:00', 'ศุกร์': '18:00-04:00', 'เสาร์': '18:00-04:00', 'อาทิตย์': '18:00-04:00'}",R7GX+52X ตำบล กะรน อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nava Muaythai Gym,['ฟิตเนส/สโมสรสุขภาพและห้องออกกำลังกาย'],,7.949221,98.288376,[''],,https://th.tripadvisor.com/Attraction_Review-g1379324-d14120559-Reviews-Nava_Muaythai_Gym-Kamala_Kathu_Phuket.html,{},W7XQ+M9J ตำบล กมลา อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butterfly Bar Laguna Plaza,['บาร์/คลับ'],,7.779744,98.32908,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/1f/4d/18/butterfly-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/1f/4d/1a/details.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/1f/4d/19/details.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/b0/dd/5b/butterfly-bar-laguna.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g297934-d7916039-Reviews-Butterfly_Bar_Laguna_Plaza-Rawai_Phuket.html,"{'จันทร์': '18:00-02:00', 'อังคาร': '18:00-02:00', 'พุธ': '18:00-02:00', 'พฤหัสบดี': '18:00-02:00', 'ศุกร์': '18:00-02:00', 'เสาร์': '18:00-02:00', 'อาทิตย์': '18:00-02:00'}",Q8HH+VJW ตำบล ราไวย์ อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mai Karon Muay Thai,[],,7.842382,98.29488,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/74/2d/02/this-is-the-empty-gym.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/a3/2f/fa/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/db/ae/11/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/c6/e3/88/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/74/2d/85/warm-up.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/74/2d/7c/training-at-the-ring.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/74/2d/79/we-went-with-all-the.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/74/2d/02/this-is-the-empty-gym.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g10804710-d25307832-Reviews-Mai_Karon_Muay_Thai-Karon_Beach_Karon_Phuket.html,"{'จันทร์': '07:00-18:30', 'อังคาร': '07:00-18:30', 'พุธ': '07:00-18:30', 'พฤหัสบดี': '07:00-18:30', 'ศุกร์': '07:00-18:30', 'เสาร์': '07:00-18:30', 'อาทิตย์': '07:00-18:30'}",R7RV+XX2 ตำบล กะรน อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUXX CLUB & Restaurant,"['คลับเต้นรำ/ดิสโก้', 'บาร์/คลับ']",,7.825666,98.29842,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/41/ba/89/luxx-club-night-club.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/42/1d/56/dj-bond.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/42/1b/a1/the-dance-floor.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/42/18/54/high-quality-lady-boys.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/42/16/d8/outdoor-restaurant-with.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/42/14/2b/huge-choice-of-thai-food.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/41/ba/eb/welcome-to-luxx-club.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/41/ba/2f/inside-the-night-club.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/41/b8/92/thai-food-restaurant.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/41/b8/30/dj-bond-on-set.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/41/b7/88/music-and-show.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/41/b6/2a/fun-fun-fun.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/41/b5/2f/cocktail-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/41/b4/e3/the-staff-is-ready-to.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/41/b4/2f/for-your-pleasure-only.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g1210687-d15277085-Reviews-LUXX_CLUB_Restaurant-Kata_Beach_Karon_Phuket.html,"{'จันทร์': '17:00-05:00', 'อังคาร': '17:00-05:00', 'พุธ': '17:00-05:00', 'พฤหัสบดี': '17:00-05:00', 'ศุกร์': '17:00-05:00', 'เสาร์': '17:00-05:00', 'อาทิตย์': '17:00-05:00'}",R7GX+797 ตำบล กะรน อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treesha Bar & Coffee,['บาร์/คลับ'],,7.83353,98.29844,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9e/7d/e1/perfect-shot-of-the-sunset.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9e/7d/d3/karon-beach-view-from.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9e/7d/e0/treesha-heaven-bar-coffee.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9e/7d/db/one-of-a-kind-place-for.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9e/7d/cf/choose-your-spot-and.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9e/7d/cb/spectacular-view-from.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/54/01/54/20190920-181233-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/53/fd/d4/treesha-bar-coffee.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/53/fd/ce/treesha-bar-coffee.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/53/fd/c9/treesha-bar-coffee.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g1215780-d12218141-Reviews-Treesha_Bar_Coffee-Karon_Phuket.html,"{'จันทร์': '10:00-00:00', 'อังคาร': '10:00-00:00', 'พุธ': '10:00-00:00', 'พฤหัสบดี': '10:00-00:00', 'ศุกร์': '10:00-00:00', 'เสาร์': '10:00-00:00', 'อาทิตย์': '10:00-00:00'}",R7MX+C98 ตำบล กะรน อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
