name,type,description,latitude,longitude,imgPath,phone,website,openingHour,address,province,district,subDistrict,province_code,district_code,sub_district_code,score,ratingCount,Tourism,Adventure,Meditation,Art,Cultural,Landscape,Nature,Historical,Cityscape,Beach,Mountain,Architecture,Temple,WalkingStreet,Market,Village,NationalPark,Diving,Snuggle,Waterfall,Island,Shopping,Camping,Fog,Cycling,Monument,Zoo,Waterpark,Hiking,Museum,Riverside,NightLife,Family,Kid,Landmark,Forest
Mr.Not Phuket Tour,"['การดำน้ำลึกและการดำน้ำตื้น', 'การท่องเที่ยวด้วยรถขับเคลื่อนสี่ล้อ รถเอทีวี และรถออฟโรด', 'การท่องเที่ยวโดยเรือเร็ว', 'การล่องแก่งและการล่องห่วงยางในแม่น้ำ', 'ทัวร์ธรรมชาติและสัตว์ป่า']",,7.93503,98.28164,[''],,https://th.tripadvisor.com/Attraction_Review-g297930-d4224426-Reviews-Mr_Not_Phuket_Tour-Patong_Kathu_Phuket.html,{},W7PJ+2M6 ตำบล กมลา อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,5.0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ไทเกอร์ มารีน ชาร์ทเตอร์,"['การท่องเที่ยวโดยเรือเร็ว', 'นั่งเรือเที่ยว']",,7.964039,98.387276,[''],,https://th.tripadvisor.com/Attraction_Review-g1893005-d4609878-Reviews-Tiger_Marine_Charter-Koh_Kaew_Phuket_Town_Phuket.html,{},X97P+JW6 ตำบล เกาะแก้ว อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เลิฟ ไดวิ่ง ภูเก็ต,['การดำน้ำลึกและการดำน้ำตื้น'],,7.893529,98.297264,[''],,https://th.tripadvisor.com/Attraction_Review-g297930-d2552783-Reviews-Love_Diving_Phuket-Patong_Kathu_Phuket.html,"{'จันทร์': '12:00-21:00', 'อังคาร': '12:00-21:00', 'พุธ': '12:00-21:00', 'พฤหัสบดี': '12:00-21:00', 'ศุกร์': '12:00-21:00', 'เสาร์': '12:00-21:00', 'อาทิตย์': '12:00-21:00'}",V7VW+CW6 ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,5.0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman Sea Kayaks,['การพายเรือคายัคและการพายเรือแคนู'],,7.88866,98.38002,[''],,https://th.tripadvisor.com/Attraction_Review-g293920-d1099123-Reviews-Andaman_Sea_Kayaks-Phuket.html,"{'จันทร์': '08:00-20:00', 'อังคาร': '08:00-20:00', 'พุธ': '08:00-20:00', 'พฤหัสบดี': '08:00-20:00', 'ศุกร์': '08:00-20:00', 'เสาร์': '08:00-20:00', 'อาทิตย์': '08:00-20:00'}",V9QJ+F26 ตำบล วิชิต อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Junk Liveaboards,['การดำน้ำลึกและการดำน้ำตื้น'],,7.859957,98.35296,[''],,https://th.tripadvisor.com/Attraction_Review-g23673126-d7058844-Reviews-The_Junk_Liveaboards-Chalong_Phuket.html,"{'จันทร์': '09:00-17:00', 'อังคาร': '09:00-17:00', 'พุธ': '09:00-17:00', 'พฤหัสบดี': '09:00-17:00', 'ศุกร์': '09:00-17:00', 'เสาร์': '09:00-17:00', 'อาทิตย์': 'ปิด'}",V953+X5P ตำบล ฉลอง อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,[],,0.0,0.0,[''],,,{},,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACDC Diving,['การดำน้ำลึกและการดำน้ำตื้น'],,7.840755,98.34509,[''],,https://th.tripadvisor.com/Attraction_Review-g1215781-d12855611-Reviews-ACDC_Diving-Phuket_Town_Phuket.html,"{'จันทร์': '08:00-21:00', 'อังคาร': '08:00-21:00', 'พุธ': '08:00-21:00', 'พฤหัสบดี': '08:00-21:00', 'ศุกร์': '08:00-21:00', 'เสาร์': '08:00-21:00', 'อาทิตย์': '08:00-21:00'}",R8RW+824 ตำบล ฉลอง อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Divers,"['การดำน้ำลึกและการดำน้ำตื้น', 'ทัวร์ชมสถานที่', 'ทัวร์สถานที่ท่องเที่ยวเชิงวัฒนธรรม', 'ทัวร์ส่วนตัว', 'ทัวร์แบบขึ้นและลงรถได้ระหว่างทาง']",,7.820367,98.34244,[''],,https://th.tripadvisor.com/Attraction_Review-g1389361-d2178375-Reviews-Asian_Divers-Chalong_Phuket_Town_Phuket.html,"{'จันทร์': '08:00-20:00', 'อังคาร': '08:00-20:00', 'พุธ': '08:00-20:00', 'พฤหัสบดี': '08:00-20:00', 'ศุกร์': '08:00-20:00', 'เสาร์': '08:00-20:00', 'อาทิตย์': '08:00-20:00'}",R8CR+4XW ตำบล ราไวย์ อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
พาราไดส์ ไดวิ่ง เอเซีย,['การดำน้ำลึกและการดำน้ำตื้น'],,8.087546,98.29767,[''],,https://th.tripadvisor.com/Attraction_Review-g1215773-d3484633-Reviews-Paradise_Diving_Asia-Nai_Yang_Sakhu_Thalang_District_Phuket.html,"{'จันทร์': '10:00-16:00', 'อังคาร': '10:00-16:00', 'พุธ': '10:00-16:00', 'พฤหัสบดี': '10:00-16:00', 'ศุกร์': '10:00-16:00', 'เสาร์': '10:00-16:00', 'อาทิตย์': '10:00-16:00'}",37QX+237 ตำบลสาคู อำเภอถลาง ภูเก็ต,ภูเก็ต,ถลาง,,83,8303,0,5.0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andaman Leisure Phuket Co., Ltd.","['การดำน้ำลึกและการดำน้ำตื้น', 'การท่องเที่ยวโดยเรือเร็ว', 'การพายเรือคายัคและการพายเรือแคนู']",,8.19699,98.49116,[''],,https://th.tripadvisor.com/Attraction_Review-g1215781-d1222191-Reviews-Andaman_Leisure_Phuket_Co_Ltd-Phuket_Town_Phuket.html,"{'จันทร์': '07:00-21:00', 'อังคาร': '07:00-21:00', 'พุธ': '07:00-21:00', 'พฤหัสบดี': '07:00-21:00', 'ศุกร์': '07:00-21:00', 'เสาร์': '07:00-21:00', 'อาทิตย์': '07:00-21:00'}",,,,,0,0,0,4.5,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ทูซีทัวร์,"['การท่องเที่ยวเชิงอนุรักษ์ธรรมชาติ', 'การพายเรือคายัคและการพายเรือแคนู', 'ทริปภายในวันเดียว', 'ทัวร์ชมสถานที่', 'นั่งเรือเที่ยว']",,8.061294,98.43225,[''],,https://th.tripadvisor.com/Attraction_Review-g293920-d4107984-Reviews-Two_Sea_Tour-Phuket.html,{},3C6J+GW6 ตำบล ป่าคลอก อำเภอถลาง ภูเก็ต,ภูเก็ต,ถลาง,,83,8303,0,5.0,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ภูเก็ต สคูบา คลับ,['การดำน้ำลึกและการดำน้ำตื้น'],,7.814062,98.2995,[''],,https://th.tripadvisor.com/Attraction_Review-g1389361-d640687-Reviews-Phuket_Scuba_Club-Chalong_Phuket_Town_Phuket.html,"{'จันทร์': '10:00-20:00', 'อังคาร': '10:00-20:00', 'พุธ': '10:00-20:00', 'พฤหัสบดี': '10:00-20:00', 'ศุกร์': '10:00-20:00', 'เสาร์': '10:00-20:00', 'อาทิตย์': '10:00-20:00'}",R77X+JQH ตำบล กะรน อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ชาร์คกี้ สคูบา,"['การดำน้ำลึกและการดำน้ำตื้น', 'การเช่าเรือ', 'ทัวร์ธรรมชาติและสัตว์ป่า', 'ทัวร์แบบหลายวัน', 'นั่งเรือเที่ยว']",,7.84213,98.301704,[''],,https://th.tripadvisor.com/Attraction_Review-g1215780-d2097443-Reviews-Sharkey_Scuba-Karon_Phuket.html,"{'จันทร์': '10:00-18:00', 'อังคาร': '10:00-18:00', 'พุธ': '10:00-18:00', 'พฤหัสบดี': '10:00-18:00', 'ศุกร์': '10:00-18:00', 'เสาร์': '10:00-18:00', 'อาทิตย์': '10:00-18:00'}",R8R2+VM4 ตำบล กะรน อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
