name,type,description,latitude,longitude,imgPath,phone,website,openingHour,address,province,district,subDistrict,province_code,district_code,sub_district_code,score,ratingCount,Tourism,Adventure,Meditation,Art,Cultural,Landscape,Nature,Historical,Cityscape,Beach,Mountain,Architecture,Temple,WalkingStreet,Market,Village,NationalPark,Diving,Snuggle,Waterfall,Island,Shopping,Camping,Fog,Cycling,Monument,Zoo,Waterpark,Hiking,Museum,Riverside,NightLife,Family,Kid,Landmark,Forest
Bangtao Muay Thai & MMA,"['ฟิตเนส/สโมสรสุขภาพและห้องออกกำลังกาย', 'สปอร์ตคอมเพล็กซ์']",,7.985634,98.295494,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/c9/b3/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/d6/de/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/d6/dd/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/d6/dc/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/d6/db/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/d6/da/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/d6/d7/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/d6/d5/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/d6/d4/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/d6/d3/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/d6/cc/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/c9/d2/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/c9/d0/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/c9/cb/training-at-bangtao-muay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a8/c9/ca/training-at-bangtao-muay.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g15274191-d26787134-Reviews-Bangtao_Muay_Thai_MMA-Cherngtalay_Choeng_Thale_Thalang_District_Phuket.html,"{'จันทร์': '07:00-20:00', 'อังคาร': '07:00-20:00', 'พุธ': '07:00-20:00', 'พฤหัสบดี': '07:00-20:00', 'ศุกร์': '07:00-20:00', 'เสาร์': '08:00-15:00', 'อาทิตย์': 'ปิด'}",X7PW+755 ตำบลเชิงทะเล อำเภอถลาง ภูเก็ต,ภูเก็ต,ถลาง,,83,8303,0,3.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บานาน่า บาร์,['บาร์/คลับ'],,7.80757,98.40925,[''],,https://th.tripadvisor.com/Attraction_Review-g1215781-d4800332-Reviews-Banana_bar-Phuket_Town_Phuket.html,{},RC55+2MH ตำบล วิชิต อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,3.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hang Over @Phuket Cocktail,['บาร์/คลับ'],,7.89743,98.29815,[''],,https://th.tripadvisor.com/Attraction_Review-g297930-d14037673-Reviews-The_Hang_Over_Phuket_Cocktail-Patong_Kathu_Phuket.html,{},"8 ถนนสวัสดิรักษ์, ป่าตอง, กะทู้, จังหวัดภูเก็ต 83150 ไทย",ภูเก็ต,กะทู้,,83,8302,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Drunken Clam,['บาร์/คลับ'],,7.88674,98.29553,[''],,https://th.tripadvisor.com/Attraction_Review-g297930-d7645030-Reviews-The_Drunken_Clam-Patong_Kathu_Phuket.html,{},"ถนน ราษฎร์อุทิศ 200 ปี ศูนย์การค้าหนึ่งตำบลหนึ่งผลิตภัณฑ์, ป่าตอง, กะทู้, จังหวัดภูเก็ต 83150 ไทย",ภูเก็ต,กะทู้,,83,8302,0,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathu Shooting Range,['สนามยิงปืน'],,7.909383,98.329926,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/37/29/e4/shooting-the-semi-automatic.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/fc/54/bf/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/daodao/photo-s/0a/9f/f1/9c/kathu-shooting-range.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/0b/bf/37/first-shot-with-scope.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/0b/bb/81/shooting-range.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/0b/bb/52/staff-loading.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/0b/bb/00/very-expensive-fer-10.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/db/cf/e4/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/db/cf/e3/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/db/cf/e2/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/8b/49/00/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/8b/48/ff/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/8b/48/fe/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/daodao/photo-o/1a/8c/9d/42/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/daodao/photo-o/1a/8c/9d/43/045.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g297931-d9453870-Reviews-Kathu_Shooting_Range-Kathu_Phuket.html,{},W85H+QX3 ตำบล กะทู้ อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,3.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sundowner Bar,['บาร์/คลับ'],,7.895833,98.299706,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/7d/17/01/photo4jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/5c/45/ba/20181104-005424-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/1d/3a/1e/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/1d/34/45/nice-to-have-fans-over.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/1d/34/41/nice-to-have-fans-over.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/1d/34/27/nice-to-have-fans-over.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/7d/17/01/photo4jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/7d/17/00/photo3jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/7d/16/ff/photo2jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/7d/16/fe/photo1jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/7d/16/fd/photo0jpg.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g293920-d4224233-Reviews-Sundowner_Bar-Phuket.html,{},V7WX+8VP ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,3.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aloha Fun Tank,['กีฬาทางน้ำ'],,7.7751,98.3184,[''],,https://th.tripadvisor.com/Attraction_Review-g297934-d14917698-Reviews-Aloha_Fun_Tank-Rawai_Phuket.html,"{'จันทร์': '14:00-17:30', 'อังคาร': '14:00-17:30', 'พุธ': '14:00-17:30', 'พฤหัสบดี': '14:00-17:30', 'ศุกร์': '14:00-17:30', 'เสาร์': '14:00-17:30', 'อาทิตย์': 'ปิด'}",Q8G9+29J ตำบล ราไวย์ อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Armani Tailors,['สตูดิโอวาดภาพและเครื่องปั้นดินเผา'],"New Armani Tailors are a premier bespoke Tailors in Phuket creating innovative designs for business, formal, casual and evening wear for men, women and children.

With a strong client base overseas we deliver our tailored pieces picked by you and designed by us.

We carefully post all our outfits to your home and current destination to wear within 5 days.",7.99165,98.30625,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/2d/d0/41/caption.jpg?w=500&h=-1&s=1', 'https://media-cdn.tripadvisor.com/media/attractions-splice-spp-400x400/07/b1/3f/5d.jpg', 'https://media-cdn.tripadvisor.com/media/attractions-splice-spp-400x400/07/b1/3f/5f.jpg']",,https://th.tripadvisor.com/Attraction_Review-g293920-d17704373-Reviews-New_Armani_Tailors-Phuket.html,{},X8R4+MF5 ตำบลเชิงทะเล อำเภอถลาง ภูเก็ต,ภูเก็ต,ถลาง,,83,8303,0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patong Beach Phuket,['ชายหาด'],,7.896576,98.3021,[''],,https://th.tripadvisor.com/Attraction_Review-g297930-d20871706-Reviews-Patong_Beach_Phuket-Patong_Kathu_Phuket.html,{},V8W2+JRQ ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9D Virtual Reality Cinema,['เกมและแหล่งรวมความบันเทิง'],,7.938377,98.38027,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/ef/49/2d/getlstd-property-photo.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/21/d7/00/fun-for-all-ages.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/21/1c/44/our-location-at-the-upside.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/21/1b/d2/price-list.jpg?w=400&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/21/1b/6f/fun-fun-fun.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g1893005-d12001308-Reviews-9D_Virtual_Reality_Cinema-Koh_Kaew_Phuket_Town_Phuket.html,"{'จันทร์': '10:00-18:00', 'อังคาร': '10:00-18:00', 'พุธ': '10:00-18:00', 'พฤหัสบดี': '10:00-18:00', 'ศุกร์': '10:00-18:00', 'เสาร์': '10:00-18:00', 'อาทิตย์': '10:00-18:00'}",W9QJ+942 ตำบล เกาะแก้ว อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
