,Unnamed: 0,name,type,description,latitude,longitude,imgPath,phone,website,openingHour,address,province,district,subDistrict,province_code,district_code,sub_district_code,score,ratingCount,Tourism,Adventure,Meditation,Art,Cultural,Landscape,Nature,Historical,Cityscape,Beach,Mountain,Architecture,Temple,WalkingStreet,Market,Village,NationalPark,Diving,Snuggle,Waterfall,Island,Shopping,Camping,Fog,Cycling,Monument,Zoo,Waterpark,Hiking,Museum,Riverside,NightLife,Family,Kid,Landmark,Forest
182,182,ซินบี มวยไทย,['ฟิตเนส/สโมสรสุขภาพและห้องออกกำลังกาย'],,7.795947,98.31405,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/c3/99/6c/20180427-082402-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/e8/49/c1/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e1/e0/43/sinbi-muay-thai.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/47/a1/85/photo2jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/47/a1/83/photo1jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/47/a1/82/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/fd/0b/80/photo3jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/fd/0b/7e/photo2jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/fd/0b/7b/photo1jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/fd/0b/77/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a0/2a/67/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ec/13/23/photo0jpg.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g297934-d13188612-Reviews-Sinbi_Muay_Thai-Rawai_Phuket.html,{},Q8W7+9JF ตำบล ราไวย์ อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,183,Kamagra Bar,['บาร์/คลับ'],,7.89245,98.30043,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e9/77/e9/kamagra-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/5c/eb/f0/just-one-of-the-many.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e9/77/5b/kamagra-bar.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g297930-d17547006-Reviews-Kamagra_Bar-Patong_Kathu_Phuket.html,"{'จันทร์': '17:00-05:00', 'อังคาร': '17:00-05:00', 'พุธ': '17:00-05:00', 'พฤหัสบดี': '17:00-05:00', 'ศุกร์': '17:00-05:00', 'เสาร์': '17:00-05:00', 'อาทิตย์': '17:00-05:00'}",V8R2+X5F ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,5.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,184,อนันตราโยคะ ป่าตอง,['โยคะและพีลาทิส'],,7.898252,98.310745,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/5d/74/8c/anantra-yoga.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/31/27/9d/anantra-yoga-patong.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ea/06/04/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/cf/b7/0c/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/cf/b7/0b/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/cf/b7/0a/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/85/31/8f/now-opens.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/85/31/8e/now-opens.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/85/31/8d/now-opens.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/85/31/8c/now-opens.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/71/55/0a/anantra-yoga-patong.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/71/55/06/anantra-yoga-patong.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/87/e8/2a/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/87/e8/24/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/87/e7/57/caption.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g297930-d4698299-Reviews-Anantra_yoga_Patong-Patong_Kathu_Phuket.html,{},V8X6+875 ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,5.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,185,Dibuk House,"['คลับและบาร์เพลงบลูส์', 'คลับและบาร์เพลงแจ๊ส', 'บาร์/คลับ']",,7.886197,98.387985,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f4/ca/57/last-living-to-survive.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/e6/ad/0b/dibuk-house-mixologist.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/e6/ad/01/dibuk-house-mixologist.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/e6/ac/eb/dibuk-house-mixologist.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f4/ca/57/last-living-to-survive.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/35/b8/44/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/35/b8/43/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/35/b8/42/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/35/b8/41/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/35/b8/40/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/da/05/17/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/da/05/16/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/da/05/15/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/af/8d/9a/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/af/8d/99/caption.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g2315818-d15560116-Reviews-Dibuk_House-Talat_Yai_Phuket_Town_Phuket.html,"{'จันทร์': 'ปิด', 'อังคาร': '19:00-00:00', 'พุธ': '19:00-00:00', 'พฤหัสบดี': '19:00-00:00', 'ศุกร์': '19:00-00:00', 'เสาร์': '19:00-00:00', 'อาทิตย์': '19:00-00:00'}",V9PQ+F5H เทศบาลนครภูเก็ต อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,186,Roses Lounge Club,['บาร์/คลับ'],,7.779268,98.32928,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/8a/4c/bb/getlstd-property-photo.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/99/98/12/meet-our-roses-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/99/98/0b/meet-our-roses-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/99/97/fe/meet-our-roses-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/99/97/f0/meet-our-roses-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/99/97/dc/meet-our-roses-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/99/97/d5/meet-our-roses-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/99/97/bc/meet-our-roses-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/99/97/b6/meet-our-roses-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/99/97/b0/meet-our-roses-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/99/97/a9/meet-our-roses-lounge.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/94/e2/0f/our-door-is-open-to-welcome.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/94/e2/06/you-might-not-play-yourself.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/94/e1/fd/add-exclusivity-to-your.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/94/e1/e5/friendly-personalised.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g297934-d13306519-Reviews-Roses_Lounge_Club-Rawai_Phuket.html,"{'จันทร์': '20:00-04:00', 'อังคาร': '20:00-04:00', 'พุธ': '20:00-04:00', 'พฤหัสบดี': '20:00-04:00', 'ศุกร์': '20:00-04:00', 'เสาร์': '20:00-04:00', 'อาทิตย์': '20:00-04:00'}",Q8HH+PP2 ตำบล ราไวย์ อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,187,KBA Kiteboarding Asia,['การเล่นกระดานโต้คลื่น การเล่นวินด์เซิร์ฟ และการเล่นไคท์เซิร์ฟ'],,7.795397,98.33492,['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/99/6b/8b/kba.jpg?w=1200&h=-1&s=1'],,https://th.tripadvisor.com/Attraction_Review-g1389361-d6018290-Reviews-KBA_Kiteboarding_Asia-Chalong_Phuket_Town_Phuket.html,{},Q8WM+5X3 ตำบล ราไวย์ อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,188,Aqualito Kids Water Park,"['สนามเด็กเล่น', 'สวนน้ำ', 'เกมและแหล่งรวมความบันเทิง']","ยินดีต้อนรับสู่ อู่น้ำเล่นสำหรับเด็กของเราใน ราไวย์, ภูเก็ต! พบกับโลกที่เต็มไปด้วยความสนุกและความตื่นเต้นที่นี่ โดยมีประสบการณ์ที่ไม่มีที่ใดเหมือนกัน ที่เรานำเสนอ บางซี ร่มสีสดใสพร้อมน้ำพุร้อนที่สนุกสนาน ที่นี่เรามีสระว่ายน้ำที่น่าสนใจและอุปกรณ์สำหรับเด็กตามอายุ รวมถึง สไลด์ ปีน และอุโมงค์ ที่มั่นคงและปลอดภัย เพื่อสนุกสนานอย่างไม่มีที่สิ้นสุด ในขณะที่เด็กๆ เล่น พ่อแม่สามารถผ่อนคลายในพื้นที่นั่งพักหรือเพลิดเพลินกับการนวดเท้าให้ผ่อนคลาย ด้วยค่าเข้าร่วมที่เหมาะสำหรับเด็ก และการเข้าชมฟรีสำหรับผู้ดูแล อู่น้ำเล่นของเราสร้างความทรงจำที่ยาวนานสำหรับครอบครัว ตั้งอยู่ที่ถนนซอยศักดา 2, ตำบลราไวย์, เมืองภูเก็ต มาเพลิดเพลินกับความสนุกสนานกับครอบครัวของคุณวันนี้! ท่านที่มีสัญชาติไทยจะได้รับส่วนลดพิเศษเพิ่มเติมค่ะ/ครับ",7.812012,98.32967,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/aa/84/colorful-inflatable-aquapark.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/b3/bf/drone-view.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/af/fe/some-refreshment-zone.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/af/fd/pure-fun.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/af/f9/little-kids-zone-with.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/af/f7/pool-with-tunnels.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/af/f2/shop-with-coffee-and.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/af/f1/splash-in-one-of-the.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/af/e3/bouncy-fun-for-the-little.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/af/b6/foot-massage-zone-for.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/af/70/creation-zone-for-the.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/af/3d/sitting-and-relaxing.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/af/34/explore-our-expansive.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f2/af/32/bouncy-castles-with-playful.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/c9/63/59/caption.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g297934-d27680623-Reviews-Aqualito_Kids_Water_Park-Rawai_Phuket.html,"{'จันทร์': '10:00-18:00', 'อังคาร': '10:00-18:00', 'พุธ': 'ปิด', 'พฤหัสบดี': '10:00-18:00', 'ศุกร์': '10:00-18:00', 'เสาร์': '10:00-18:00', 'อาทิตย์': '10:00-18:00'}",R86H+RV3 ตำบล ราไวย์ อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,189,ป่าตอง บีช คลับ,['บาร์/คลับ'],,7.892572,98.29453,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/1f/87/ac/outdoor-area-at-patong.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/1f/87/87/ourdoor-bar-at-patong.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/1f/87/6e/patong-beach-club-offers.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/1f/87/59/patong-beach-club-open.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/6f/40/5d/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b9/02/8b/photo1jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b9/02/8a/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/d6/17/ta-img-20191226-180150.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/6a/9e/b8/20190926-175500-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/6a/9e/b6/20190926-184406-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/6a/9e/b5/20190926-233354-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/6a/9e/b3/20190926-225532-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/6a/9e/b2/20190926-201729-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/1b/ac/fa/patong-beach-club.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/32/a3/cc/patong-beach-club.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g297930-d11435838-Reviews-Patong_Beach_Club-Patong_Kathu_Phuket.html,{},V7VV+2RC ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,4.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,190,สุทิน บาร์,['บาร์/คลับ'],,7.8498,98.29487,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/16/63/ce/caption.jpg?w=1000&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/c1/18/2c/the-always-amazing-sutin.jpg?w=1000&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g10804710-d14976037-Reviews-Sultin_Bar-Karon_Beach_Karon_Phuket.html,{},"ถนนปฏัก, หาดกะรน, กะรน, จังหวัดภูเก็ต 83100 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,191,E-LA Mojito Bar,['บาร์/คลับ'],,7.890732,98.29415,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/30/cc/f0/getlstd-property-photo.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/dc/59/dc/e-la-mojito-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f9/de/f8/e-la-mojito-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/73/26/75/the-amazing-e-la-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/49/d0/08/passion-fruit-mojito.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/49/cf/ff/happy.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/49/cf/f8/guest-bartender.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/49/cf/f3/e-la-mojito.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/49/cf/ef/shot.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/49/ae/69/e-la-mojito-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/49/ae/67/e-la-mojito-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/49/ae/5e/e-la-mojito-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/49/ae/5b/e-la-mojito-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/49/ae/57/e-la-mojito-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/49/ae/54/e-la-mojito-bar.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g297930-d15032764-Reviews-E_LA_Mojito_Bar-Patong_Kathu_Phuket.html,{},V7RV+7MR ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,5.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,192,Don's Gym,['ฟิตเนส/สโมสรสุขภาพและห้องออกกำลังกาย'],,7.821444,98.301445,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/8c/54/80/don-s-gym.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/b7/43/8d/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/92/3d/a0/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/92/3d/9f/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/92/3d/9e/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/92/3d/9d/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/81/c6/eb/img-4f4dc4eb0496809a6dcd9bb5d9.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/81/c6/ea/img-dfef04db7e172ffa3276d4c95c.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/07/8b/58/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/8c/54/83/don-s-gym.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/8c/54/82/don-s-gym.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/8c/54/81/don-s-gym.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/8c/54/80/don-s-gym.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/8c/54/7f/don-s-gym.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/8c/54/7e/don-s-gym.jpg?w=500&h=-1&s=1']",,https://th.tripadvisor.com/Attraction_Review-g293920-d2694441-Reviews-Don_s_Gym-Phuket.html,"{'จันทร์': '08:00-21:00', 'อังคาร': '08:00-21:00', 'พุธ': '08:00-21:00', 'พฤหัสบดี': '08:00-21:00', 'ศุกร์': '08:00-21:00', 'เสาร์': '08:00-21:00', 'อาทิตย์': 'ปิด'}",R8C2+HHG ตำบล กะรน อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
