name,type,description,latitude,longitude,imgPath,phone,website,openingHour,address,province,district,subDistrict,province_code,district_code,sub_district_code,score,ratingCount,Tourism,Adventure,Meditation,Art,Cultural,Landscape,Nature,Historical,Cityscape,Beach,Mountain,Architecture,Temple,WalkingStreet,Market,Village,NationalPark,Diving,Snuggle,Waterfall,Island,Shopping,Camping,Fog,Cycling,Monument,Zoo,Waterpark,Hiking,Museum,Riverside,NightLife,Family,Kid,Landmark,Forest
แหลมพรหมเทพ,['จุดชมวิว'],,7.761779,98.30536,[''],,https://th.tripadvisor.com/Attraction_Review-g297934-d553523-Reviews-Promthep_Cape-Rawai_Phuket.html,{},Q864+P49 ตำบล ราไวย์ อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
หาดในหาน,"['จุดชมวิว', 'ชายหาด']",,7.776691,98.30537,[''],,https://th.tripadvisor.com/Attraction_Review-g1231757-d553203-Reviews-Nai_Harn_Beach-Nai_Harn_Rawai_Phuket.html,{},Q8G4+M4H ตำบล ราไวย์ อำเภอเมืองภูเก็ต ภูเก็ต,ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,[],,0.0,0.0,[''],,,{},,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ถนนบางลา,['สถานที่สำคัญ/จุดที่น่าสนใจ'],,7.893388,98.29736,"['https://media-cdn.tripadvisor.com/media/photo-s/05/1b/97/47/bangla-road.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/ae/4c/07/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/ae/4c/06/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/ae/4c/05/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/ae/4c/04/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-p/2d/ae/4c/09/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/ae/4b/4f/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2d/ae/4b/4e/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/02/b9/e5/f4/bangla-road.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/02/10/38/e8/bangla-road-in-the-day.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/2b/4a/26/91/creative-drinks-and-superior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/87/5e/f0/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/e7/4a/92/bangla-road.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/a0/8a/76/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/8a/e4/1d/photo0jpg.jpg']",,https://th.tripadvisor.com/Attraction_Review-g297930-d1866109-Reviews-Bangla_Road-Patong_Kathu_Phuket.html,{},V7VW+9W5 ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,4.0,21021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
พระใหญ่เมืองภูเก็ต,"['สถานที่ทางศาสนาและสถานที่ศักดิ์สิทธิ์', 'สถานที่สำคัญ/จุดที่น่าสนใจ']",,7.827575,98.31284,[''],,https://th.tripadvisor.com/Attraction_Review-g1389361-d2433844-Reviews-Big_Buddha_Phuket-Chalong_Phuket_Town_Phuket.html,"{'จันทร์': '08:00-18:30', 'อังคาร': '08:00-18:30', 'พุธ': '08:00-18:30', 'พฤหัสบดี': '08:00-18:30', 'ศุกร์': '08:00-18:30', 'เสาร์': '08:00-18:30', 'อาทิตย์': '08:00-18:30'}","Soi Yot Sane 1, Chaofa West Road, ฉลอง, เมืองภูเก็ต, จังหวัดภูเก็ต 83100 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,16875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
หาดป่าตอง,"['ชายหาด', 'สถานที่สำคัญ/จุดที่น่าสนใจ']",,7.896356,98.29539,[''],,https://th.tripadvisor.com/Attraction_Review-g297930-d2454044-Reviews-Patong_Beach-Patong_Kathu_Phuket.html,{},V7WW+G5R ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต,ภูเก็ต,กะทู้,,83,8302,0,3.5,17163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
